,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,Language,LegalStatus,CustodyStatus,MaritalStatus,DecileScore,Age
16229,10,1,1,1,10,10,1,0,26
27421,10,1,1,1,1,100,1,0,38
38581,1,10,1,1,1,1,1000,0,31
39880,1,1,10,1,1,1,1,2,26
44194,1,1,10,1,1,1,10,0,43
42468,10,10,100,1,10,10,1000,0,37
51622,10,1,100,1,1000,10,10,0,46
50172,1,1,1,1,1,1,1,1,21
55222,10,1,1000000,1,1,100,1,0,23
33269,1,1,1,1,1,100,1,0,59
18158,10,10,10,1,10,10,1,0,29
38037,1,10,10,1,1,1,1,2,24
28894,1,1,10,1,1,1,10000,0,45
54300,1,1,10,1,10,10,1,2,26
1702,1,1,10,1,1,1,1,1,32
56525,10,1,100,1,1000,10,1,0,21
10675,10,1,1,1,10,10,1,2,32
16087,10,1,1,1,100,10,1000,0,57
42717,1,10,1000,1,1,1,10,0,29
31642,1,1,100,1,1,1,1,1,43
50211,10,10,10,1,10,10,1,0,20
43697,1,1,1,1,1,1,1,0,33
26277,1,10,1,1,1,1,1,1,21
27821,1,1,10,1,10,10,1,0,21
34198,1,1,1,1,1,1,1000,0,37
54602,1,1,10,1,1,100,1,0,42
53410,1,1,10,1,1,1,1,2,33
6778,1,1,1,1,1,1,1,1,28
20096,10,1,100,1,1000,10,1,0,32
55836,1,10,100,1,10,10,1,1,20
3557,1,1,1,1,1,1,1,0,44
31664,1,1,1,1,1,1,1000,0,36
15652,1,1,10,1,1,100,1,1,32
1183,1,1,100,1,1,1,1,0,43
15496,10,1,1,1,10,10,1,2,22
18922,1,1,10,1,1,100,1,1,19
27355,10,10,1,1,10,10,10,0,36
37755,1,1,1,1,1,1,1,0,30
12349,10,1,10,1,10,10,1,1,25
39551,1,1,10,1,1,1,1,0,25
23791,10,1,1,1,10,10,1000,0,64
20373,1,1,10,1,1,1,1,0,23
5613,1,1,10,1,1,1,100,2,23
59747,1,10,1000,1,1,1,1,0,31
6517,10,1,1,1,1,1,1,0,24
19467,1,1,1000,1,1,1,1,0,66
3002,10,1,10,1,10,10,1,1,26
11675,1,1,10,1,1,1,1,1,24
41138,1,1,10,1,1,1,1,0,23
33321,1,10,1,1,1,100,1,1,21
47668,1,1,1,1,1,100,1,1,36
36712,10,1,1,1,10,10,1,2,34
60377,1,1,1,1,1,1,1,0,24
32380,1,1,10,1,1,1,1,1,20
7094,1,1,10,1,1,1,1,2,61
11325,1,1,1000,1,1,1,1,1,19
26388,1,10,10,1,1,1,1,0,45
40437,1,1,10,1,1000,10,10,0,32
3200,1,10,10,1,1,1,1,0,21
1537,10,1,100,1,10,10,1000,0,55
52360,10,10,100,1,1000,10,1000,0,29
19002,1,1,10,1,1,1,10000,0,25
27136,10,1,10,1,1000,10,1,1,24
21128,10,1,100,1,10,10,1,0,20
12706,1,10,10,1,1,1,10,2,50
32965,10,1,1,1,10,10,1,1,30
31652,10,1,10,1,1,1,100,1,39
42310,100,1,1,1,10,10,10,0,37
622,1,1,1,1,1000,10,10000,0,53
1454,1,1,10,1,1,1,1,0,20
1361,1,10,1,1,1,100,1,0,24
30827,1,1,100,10,1,100,1,0,27
54975,1,10,10,1,1,1,1,0,26
25344,10,1,1,1,10,10,1,0,44
37988,10,1,1,1,10,10,1,1,52
52125,10,1,1,1,10,10,1,0,39
28423,1,1,10,1,1000,10,1,1,43
21211,10,1,100,1,1000,10,1,1,22
7729,1,1,1,1,1,1,100,1,24
34467,1,10,10,1,1,1,1,0,30
10592,1,1,10,1,1,1,1,0,26
15732,1,1,10,1,10,10,10,0,50
33758,10,1,10,1,1,1,10,1,66
50125,1,10,1,1,1,100,1,0,63
28220,1,1,10,1,1,1,1,0,18
57392,1,1,1,1,1,1,1,0,27
31926,10,1,10,1,10,10,1,0,32
53907,1,10,1,1,1,1,1,0,25
4561,1,1,10,1,1,1,10000,0,21
49919,10,1,1,1,10,10,1,1,26
48657,1,1,10,1,10,10,1,1,42
36168,1,1,1,1,1,1,1,2,22
31305,1,10,10,1,1,100,1,1,20
12143,1,1,10,1,1,1,1,0,30
36538,10,10,1,1,10,10,1,0,32
32959,10,1,1,1,10,10,1000,0,57
47743,1,1,1,1,1,1,10,1,35
24665,1,10,10,1,1,100,1,0,49
47315,10,1,10,1,10,10,10,2,40
47087,1,1,1,1,1,1,1,0,23
45211,1,1,100,1,1,100,1,0,31
54864,1,1,100,1,1,1,1,0,24
28778,1,10,1,1,1,100,1,0,21
21194,1,1,10,1,10,10,1,1,24
8230,1,1,1,1,1,1,1,2,19
49209,10,1,1,1,10,10,10,0,50
19971,1,10,1,1,1,100,1,0,42
40584,10,1,100,1,10,10,1,2,19
51859,10,10,10,1,10,10,1,1,26
24301,10,1,1,1,1000,10,1,0,46
9360,1,1,1,1,10,10,1,0,35
43709,1,1,100,1,1,1,1,0,24
14642,1,1,100,10,1000,10,10000,0,41
42447,1,1,100,1,1,100,1,0,33
22773,10,1,1,1,10,10,1,2,30
43924,10,10,1000000,1,10,10,1,2,20
15243,10,1,1,1,1000,10,10,0,36
11215,1,10,10,1,1,1,10000,0,53
57883,1,10,1,1,10,10,1000,2,52
3589,100,1,10,1,10,100,1,1,20
9602,10,1,1,1,10,10,1000,1,32
52025,10,1,10,1,10,10,1,0,24
43635,1,1,10,1,1,100,1,0,26
34459,1,10,1,1,1,1,10,0,47
48938,10,1,100000000,1,1,100,1,0,21
46419,1,1,1,1,1,1,1,0,47
6694,1,1,1,1,1,1,100000,0,72
10955,1,1,10,1,1,1,1,1,26
11836,1,1,10,1,1,1,1,1,39
47156,1,1,1,1,1,1,1,0,21
55930,1,1,10,1,1,1,1,2,47
2891,100,10,1,1,100,10,1,0,21
11998,1,10,1,1,1,1,1,1,22
27993,1,1,10,1,10,10,1,0,34
8089,1,1,1000,1,10,10,1,0,43
59755,1,10,100,1,1,1,1,1,18
60568,1,1,10,1,1,1,1,0,34
53838,1,1,1000,1,1,1,1,0,33
57059,10,1,100000000,1,10,10,10,1,32
48314,1,1,10,1,1,1,1,0,23
3822,10,1,10,1,10,10,1,1,31
42251,1,1,1,1,1,1,1,1,29
26418,1,1,100,1,1,1,1,1,19
24780,10,10,10,1,1000,10,1,0,28
57169,10,1,1,1,10,10,1,0,28
1544,1,1,10,1,1,1,1,0,25
14081,1,10,10,1,1,1,1,0,30
39217,10,10,10,1,10,10,1,0,39
9826,1,1,100,1,1,1,1,1,29
17228,10,1,100,1,10,10,1,0,32
59356,1,1,10,1,1,1,1,2,27
48075,10,1,10,1,10,10,1,0,26
39055,1,1,10,1,1,1,1,0,35
22180,10,10,10,1,1,1,1,0,49
32038,1,1,100,1,1,1,1,0,55
10808,1,1,10,1,1,100,1,0,19
15032,1,1,1,1,1,1,1,0,61
58798,10,1,10,1,1,1,1,0,52
8016,1,1,10,1,1,1,1,1,23
47514,1,1,1,1,1,1,1,0,31
4355,1,10,10,1,1,1,1,0,43
35174,1,1,100,1,1,100,1,0,19
55824,1,1,1,1,1,100,1,1,25
44187,1,1,1,1,10,10,100000,0,71
36343,10,1,10,1,10,10,10,0,30
12365,1,1,1,1,1,1,1000,0,57
28736,10,1,100,1,10,10,10,0,31
44235,1,1,100,1,1,1,1,1,19
18356,10,1,100,1,1000,10,1,0,26
1751,1,10,1,1,1,1,10,0,51
31637,1,1,1000,1,1,1,1,0,25
32641,1,1,10,1,1,1,1,1,38
7354,10,1,100,10,1000,10,10,0,42
43721,1,1,1,1,1,1,1,0,28
58297,10,1,10,1,10,10,1,1,26
58415,1,10,1000,1,1,100,10,1,37
28337,1,1,1,1,1,1,10,0,44
17005,1,1,10,1,1,100,1,1,45
55022,1,10,10,1,1,1,1,0,29
48878,1,1,1,1,1,1,1,1,19
35181,10,1,1,1,10,10,1,0,28
44270,1,1,100,1,1,1,1,0,22
18926,1,1,10,1,1,1,10,0,39
49956,10,1,100,1,1000,10,10,0,59
36595,10,1,1,1,10,10,10,0,40
34039,10,10,10,1,10,10,1,2,22
32185,1,1,1,1,10,10,1000,2,30
43560,10,1,1,1,1000,10,10,0,40
38462,10,1,100,1,1000,10,1,0,35
32852,1,1,10,1,10,10,1,1,46
19262,10,10,10,1,100,10,1,1,35
19720,1,10,1,1,10,10,1,2,25
34098,10,1,1,1,1000,10,1,0,26
14766,1,10,1,1,1,1,1,0,44
1625,1,1,10,1,1,1,1,0,26
45973,1,10,10,1,1,1,1,0,25
56526,1,1,1,1,10,10,1,0,67
33377,1,1,10,1,1,1,10,1,32
27307,1,10,10,1,1,1,1,1,18
8933,1,1,10,1,1,1,1,2,35
54888,1,10,1,1,1,1,1,0,30
8997,1,1,10,1,1,1,1,1,28
10451,10,1,1,1,10,10,1,0,50
4934,1,1,1,1,1,1,1,0,20
59005,1,1,10,1,1,100,1,0,18
60815,1,1,1000,1,1,1,1,2,40
56955,1,10,10,1,1,1,1,1,19
14297,1,1,10,1,10,10,1,0,27
50548,10,1,10,1,10,10,10000,2,21
5201,10,10,1,1,10,10,1,0,49
6923,1,1,10,1,1,1,10,0,48
4306,1,1,1,1,1,1,1,1,49
33650,1,1,10,1,1,1,1000000,0,28
19955,10,10,1,1,10,10,10,0,58
52097,1,1,1,1,10,10,10,1,52
5409,1,1,1000,1,1,100,1,0,40
6949,1,1,1,1,1,1,1,0,30
6737,10,10,1,1,10,10,1,0,19
11956,10,10,100,1,10,10,1,0,51
12610,1,1,1,1,1,1,1,2,21
49148,1,10,1,1,1,1,10,0,37
50514,10,10,1,1,10,10,1,0,41
33594,1,1,1,1,1,1,1000,0,56
38128,10,1,100,1,10,10,1,2,19
14411,1,1,1,1,1,1,1,2,22
10472,1,1,10,1,10,10,1,0,20
20454,1,1,10,1,10,10,1,0,24
50751,10,10,1,1,10,10,10,0,23
289,1,1,10,1,1,1,1,0,23
25862,1,10,10,1,1,100,1000,0,66
5337,1,10,100,1,1,100,10,0,36
2244,1,1,100,1,1,1,1,0,28
51835,1,1,1,1,1,1,1,1,19
43739,1,1,10,1,1,1,1000,1,53
32143,10,10,1,1,10,10,10,0,37
9151,1,1,10,1,1,1,1,0,26
23754,10,1,100,1,10,10,1,0,24
32941,10,10,100,1,1000,10,1,1,22
25190,10,1,1000,1,1,1,1,1,28
51481,1,1,10,1,1,1,1,0,41
18769,1,1,10,1,1,1,1,0,26
57224,10,10,10,1,10,10,1,0,22
41552,1,1,1,1,1,1,10,0,29
35621,1,1,10,1,10,10,10,0,40
1590,10,1,100,1,10,10,1,0,28
10010,1,10,10,1,1,1,1,0,25
15069,1,10,1000,1,1,1,1,0,45
45462,1,1,100,1,1,100,1,0,29
57832,1,1,10,1,1,1,10000,1,57
54243,1,1,1000,1,1,100,1,0,45
39871,10,10,1,1,10,10,10,0,59
16762,10,10,1,1,10,10,1,0,32
29502,1,10,1,1,10,10,1000,0,34
3033,1,1,10,1,1,1,1,0,32
9549,1,1,1,1,1,1,1,0,21
15609,1,1,1,1,1,100,1,0,59
22950,1,10,10,1,1,1,1,1,24
57017,10,1,1,1,10,10,10,0,37
50267,1,1,10,1,1,1,1,0,17
29584,1,1,10,1,10,10,1,1,22
338,1,1,10,1,10,10,1,0,45
44639,1,1,10,1,1,1,1,0,52
32462,1,1,100,1,1,1,1,0,24
11028,1,1,10,1,1,1,1,2,22
22724,1,1,10,1,1,1,1,2,48
24016,10,1,100,1,1000,10,1000,0,52
51869,10,1,1,1,1000,10,1000,0,61
33764,1,10,1,1,1,1,1,0,37
52240,1,1,1,1,1,1,1,0,31
8337,10,1,10,1,1000,10,1,1,29
26992,1,1,1000,1,1,1,1,1,19
48225,10,10,1,1,10,10,10,0,53
17917,10,10,100,1,1000,10,1,0,30
26919,10,1,100,1,10,10,1,0,24
860,1,10,10,1,1,1,1,0,35
43719,1,1,1,1,1,1,1,0,28
5661,1,1,10,1,1,1,10,0,23
6601,1,1,10,1,1,100,1,2,29
28993,10,10,100,1,10,10,1,0,35
28204,10,1,1,1,10,10,1,0,51
38520,10,1,1,1,10,10,1000,0,76
24976,1,1,1,1,1,1,1,0,52
54001,10,1,1,1,10,10,1,1,23
37146,10,10,10,1,1,100,1,0,40
37719,1,10,10,1,1,1,1,0,32
24545,1,1,100,1,1,1,1,0,23
11884,1,1,10,1,1,1,1,1,34
614,1,1,1,1,1,1,100000,0,66
22790,1,1,10,1,1,100,1,0,18
51212,10,1,10,1,10,10,1,2,35
52461,10,1,100,1,10,10,1,0,48
10794,1,1,10,1,1,1,1,1,26
36055,1,1,10,1,1,1,1,2,33
17921,1,1,10,1,10,10,1,0,21
27217,10,1,10,1,1000,10,1,1,26
5284,1,1,10,1,1,1,1,2,34
7305,1,1,10,1,1,1,1,0,42
58396,10,10,100,1,10,10,1000,0,40
13714,1,1,1,1,1,1,1,1,21
20171,10,1,1,1,10,10,1,0,23
26690,10,10,1,1,10,10,1,0,44
19877,10,1,10,1,10,10,1,0,27
14059,10,1,1,1,10,10,1,2,39
56024,1,1,10,1,1,1,1,0,26
51047,10,1,100,1,10,10,1,0,22
6093,1,1,10,1,1,1,1,0,38
46290,1,10,1,1,10,10,1,2,20
20531,1,1,10,1,1,1,1,0,24
37313,10,10,1,1,10,10,1,0,60
34595,1,1,1000,1,1,1,1,0,53
37678,1,10,1,1,1,1,10,0,36
38441,10,1,10000,1,1000,10,10,0,51
7064,1,10,1,1,1,100,1,1,26
4308,10,10,100,1,1,1,10,0,38
33760,1,1,10,1,1,1,10,0,61
57823,1,10,1,1,1,1,1,0,31
36271,10,1,100,1,1000,10,10,0,50
9898,10,1,10,1,10,10,1,1,27
59257,1,1,10,1,1,1,1,2,23
38112,1,1,1000,1,1,1,1,0,44
48336,10,10,10,1,1000,10,1,0,26
43562,10,1,1,1,1000,10,10,0,40
56410,1,1,10,1,1,100,100,0,28
26086,10,1,100,1,10,10,1,0,28
53596,10,1,1,1,1000,10,1,1,27
32528,1,10,10,1,10,10,1,0,28
21622,1,1,10,1,1,100,1,1,23
20351,10,10,1,1,10,10,1000,0,43
19412,1,10,1,1,1,100,1000,0,47
29734,1,1,1,1,10,10,10,0,42
20360,1,1,10,1,1,1,1,2,29
17516,1,1,100,1,100,1000,1000,1,50
13815,1,1,100,1,10,10,1,1,23
43485,1,1,1,1,10,10,1000,0,49
55600,1,1,10,1,1,100,1,0,40
48123,10,10,1,1,10,10,1000,0,57
30855,10,1,100,1,10,10,1000,0,58
26687,1,1,1000,1,10,10,1,0,31
18702,10,1,100,1,1000,10,1,0,25
56001,10,1,10,1,10,10,1,0,32
27541,10,1,100,1,1000,10,1,0,29
330,1,1,10,1,1,1,1,1,21
42391,1,1,10,1,1,100,1,2,17
19117,1,1,100,1,1,1,1,0,20
44257,1,1,1,1,1,1,1,0,28
56534,1,1,1000,1,1,1,1,0,19
31356,1,1,100,1,1,1,1,0,32
33837,10,1,10,1,10,10,1,1,22
43716,1,1,100,1,1,1,10,0,50
8790,10,10,10,1,10,10,1,0,22
24706,1,1,100,1,1,100,10,0,51
47913,10,1,100,1,10,10,1,0,33
35608,1,1,10,1,1,1,1,1,22
59982,100,1,10,1,10000,10,1,2,33
55252,1,1,1,1,10,10,1,2,28
11642,10,1,100,1,10,10,1,0,37
28089,1,1,1,1,1,100,10,0,41
34638,10,1,100,1,10,10,1,0,38
28430,1,1,10,1,1,1,1,0,22
54993,1,10,1,1,1,1,1,0,32
3713,1,1,1,1,1,1,1,0,19
11601,1,10,10,1,1,1,1,0,38
56109,1,1,1,1,1,100,1,2,25
37863,10,1,10000,1,10,10,10,0,49
13580,1,1,10,1,1,1,1,0,20
53043,10,1,10,1,10,10,1,0,43
5847,10,1,10,1,10,10,1,1,31
24239,1,10,1,1,1,1,1000,0,46
50292,1,1,1,1,10,10,1000,0,36
52273,10,10,100,1,10,10,1,0,25
14053,1,1,10,1,1,1,1,2,24
17404,1,1,10,1,1,100,1,0,22
57124,1,1,10,1,10,10,1,2,21
42104,1,1,10,1,1,1,1,1,35
24708,10,1,10,1,10,10,1,0,30
16849,1,1,1,1,1,100,1,0,49
39821,10,1,10,1,1,1,1,0,47
34518,1,1,10,1,1,100,1,1,19
10890,10,10,1,1,10,10,1,1,22
32844,1,1,10,1,1,1,1,0,48
60613,1,10,1,1,1,1,10,1,22
7748,10,1,100,1,1000,10,10,1,49
4505,1,1,1,1,1,1,1,0,40
23002,1,1,1,1,1,1,1,0,63
40625,10,1,1,1,10,10,1,0,46
38842,1,10,10,1,1,1,1,0,32
5761,10,1,1,1,10,10,10,0,28
16787,10,10,1,1,10,10,1,0,25
17707,10,1,10,1,10,10,1,0,30
17145,10,10,10,1,10,10,10,0,30
24110,1,1,100,1,1,100,1000,0,54
53365,1,1,1,1,1,1,10,0,50
21719,1,1,1,1,10,10,1,0,34
54690,1,1,10,1,1,1,1,1,19
8501,1,10,100,1,1,100,1,0,30
11401,1,1,1,1,1,1,1,0,56
51731,1,1,10,1,1,1,1,2,61
51941,1,1,10,1,1,100,1,0,40
57492,1,10,1,1,1,1,10,0,43
3178,10,1,1,1,10,10,1,2,29
32717,1,10,1,1,1,1,1,0,34
57500,1,1,1000,1,1,1,10,0,56
19974,1,1,10,1,10,10,10,0,44
25973,1,1,1,1,1,100,1000,0,61
25948,10,10,1,1,10,10,10000,0,47
59594,1,1,1,1,1,1,1,0,29
15912,10,1,10,1,10,10,1,1,24
32452,1,10,10,1,1,1,1,1,23
38351,1,10,1,1,1,1,1000,0,41
28350,1,1,1,1,1,1,1,0,30
26263,1,1,1000,1,1,1,10,0,42
49078,10,1,1,1,10,10,10,0,42
20090,10,10,10,1,1000,10,1,0,31
42824,1,1,10,1,10,10,10,1,44
7917,10,1,100,1,10,10,1,0,24
33494,10,1,1,1,10,10,1,0,41
17099,1,1,1,1,1,100,1,0,20
32685,1,1,100,1,1,100,1,0,39
5383,10,1,1,1,1000,10,1,1,28
39884,10,1,10,1,1,100,1,1,21
22741,10,10,10,1,10,10,1,0,50
42169,1,10,10,1,1000,10,10,0,60
47167,1,1,1000000,1,1,100,1,2,18
39822,1,1,1,1,1,1,1,0,33
19206,10,1,10,1,1000,10,1,0,36
48944,10,1,1,1,10,10,1,0,22
40373,10,1,10,1,10,10,1,0,36
1112,1,1,10,1,1,1,1,1,27
40408,1,10,100,1,10,10,10,0,60
11068,10,1,1,1,10,10,10,0,62
16187,1,1,1000,1,10,10,1,0,65
59896,1,10,10,1,1,1,1,0,23
16165,10,10,100,1,1000,10,1,1,25
31914,1,1,1,1,1,1,1,0,43
4807,1,1,10,1,1,1,1,1,21
4655,10,1,100,1,1000,10,10,0,27
10822,10,1,1,1,10,10,10,0,57
46403,1,10,1,1,10,10,1000,0,53
14290,1,1,10,1,1,1,1,2,35
42813,1,1,10,1,1,1,1,2,19
47556,1,1,10,1,1,1,1,2,44
58440,10,1,1000,1,10,10,1,0,27
32006,10,1,100000,1,1,1,1,0,27
21962,1,1,1,1,1,1,1000,1,37
19556,10,1,1,1,1000,10,1,0,27
36390,1,1,100,1,1,100,1,0,20
55,10,1,1,1,10,10,1,0,29
10159,1,1,1,1,1,1,1,1,19
16373,10,1,1,1,10,10,1000,0,59
30784,1,1,10,1,1,100,1,1,17
15096,1,10,10,1,1,1,1,0,52
54226,10,10,10,1,10,10,10,0,31
39227,1,10,1,1,10,10,1000,2,44
24209,10,1,10,1,10,10,1,1,26
21401,1,10,10,1,1,100,1,0,20
52073,10,1,10,1,10,10,1,0,35
1423,10,1,10,1,10,10,1,0,26
2739,1,10,1,1,1,100,10000,0,25
3759,1,1,10,1,1,1,1,0,54
12401,1,1,10,1,1000,10,1,0,35
52975,10,10,10,1,1000,100,1,1,27
27511,1,1,1,1,1,1,10000,2,23
31896,1,1,10,1,1,1,1,2,19
3652,10,10,1,1,10,10,1,2,19
10878,10,10,10,1,1000,10,10,0,32
45956,1,1,1,1,1,100,1,0,51
45723,1,1,1,1,1000,10,10,0,38
60149,1,10,1,1,1,1,1,2,28
50194,1,10,100,1,1,1,10,0,36
54796,1,1,10,1,1,100,10000,0,43
30309,1,1,1,1,1,1,100,0,43
30459,1,1,100,1,1,100,10,0,32
51853,10,1,10,1,10,10,1,1,27
44391,10,1,10,1,10,10,10000,0,29
22204,1,1,1,1,1,100,1,0,23
33270,10,1,1,1,10,10,1,0,32
37531,1,1,100,1,1,1,10,0,51
16870,10,10,10,1,1000,10,1,0,34
39186,10,1,10,1,10,10,1,0,53
38783,1,10,10,1,1,1,1,0,21
52553,10,10,1,1,10,10,1000,0,43
22257,1,1,10,1,1,100,1,2,38
58986,1,1,1,1,1,1,100000,0,40
28184,1,1,1,1,1,1,1,0,25
48799,10,1,10,1,10,10,1,2,21
13873,10,1,100,1,10,10,1,0,27
13057,1,1,10,1,1,1,1,0,24
7170,1,1,10,1,1,1,1,1,21
39043,1,10,1,1,1,1,1,0,54
55787,10,1,10,1,10,10,1,0,25
21855,1,1,10,1,1,1,1,0,28
32043,1,1,1,1,1,1,1,1,32
13991,1,1,1,1,1,1,1,0,24
9510,1,1,10,1,100,10,1,1,20
28698,10,1,10,1,10,10,1,1,27
51254,1,10,10,1,1,1,1,1,20
41296,1,10,1,1,1,1,1,1,34
41424,10,1,100,1,1000,10,1,0,29
10326,1,1,1,1,1,1,1,1,19
23774,1,1,1,1,1,1,1,1,59
1497,1,1,100000,1,10,10,1,2,30
47260,1,10,100,1,1,1,1,1,21
9439,10,1,100,1,10,10,1,1,25
13188,10,1,1,1,10,10,1,0,20
51216,1,1,10,1,10,10,1,1,21
59664,1,1,1,1,1,1,1,0,50
3613,1,1,1,1,1,100,10,0,56
57095,1,10,1,1,1000,10,1,0,38
19236,10,10,10,1,10,10,1,0,22
24806,10,10,1,1,10,10,1,0,46
39315,1,10,1,1,1,1,1,0,26
10646,1,1,1,1,1,1,100,0,51
9781,1,1,1,1,1,1,1,1,41
1335,10,10,10,1,1,1,1,1,20
36744,1,10,1,1,1,1,1,0,25
54978,1,1,100,1,1,1,1,0,41
36101,1,1,1,1,1,100,1,0,21
11258,1,1,1000,1,1,1,1,1,57
18432,1,1,10,1,1,1,10,0,57
50801,10,10,1,1,10,10,1,1,42
26221,10,1,100,1,10,10,1,0,21
6237,1,1,10,1,1,1,1,0,36
13086,1,1,1000,1,1,1,1,1,20
11157,10,10,10,1,1,1,1,1,28
36417,10,1,1000,1,10,10,1000,0,41
9149,1,1,10,1,1,1,1,0,53
54563,1,1,1000,1,1,1,1,0,25
26162,1,1,1,1,1,1,1,1,21
36966,10,10,1,1,10,10,10,0,42
45173,10,10,10,1,1000,10,1,0,19
41014,10,1,10000,1,1,1,10,0,50
8143,10,1,100,1,10,10,1,0,43
21215,1,1,1,1,1,1,1,0,20
15731,1,1,1,1,1000,10,1,2,23
39742,10,1,1,1,10,10,1,0,62
48344,10,1,1,1,10,10,1,0,28
17432,1,10,1,1,1,100,1,0,25
41692,10,1,1,1,10,10,1,0,36
27911,1,1,10,1,1,1,1,0,25
17871,10,1,1000000,1,10,10,1,0,28
24878,10,1,1,1,10,10,1,0,39
38982,1,1,1,1,1,1,10,0,30
41737,1,1,100,1,1,100,1,2,17
28891,1,10,10,1,1,1,1,0,33
49408,10,10,10,1,1,1,1,2,37
47728,1,1,1000,1,1,1,10,0,26
3522,1,1,1,1,1,1,100,0,47
10806,1,1,10,1,1,100,1,2,19
58137,10,1,10,1,1,1,1,2,30
60066,1,1,1,1,1,1,1,0,51
54332,1,10,1,1,1,100,1,1,28
19078,1,1,10,1,1,1,1,2,19
47269,10,1,100,1,10,10,10,0,57
60515,1,1,10,1,1,1,1,0,28
1459,1,10,10,1,1,1,1,1,19
42153,10,1,100,1,10,10,1000,0,44
1147,1,10,1,1,1,1,1,0,49
21713,1,1,10,1,1,1,1,1,39
42444,1,1,100,1,1,1,1,0,21
60542,1,1,100,1,1,1,1,0,32
33639,1,1,1,1,1,100,1,0,24
34683,1,10,10,1,1,1,10,1,46
15008,1,1,10,1,1,1,1,0,22
9298,1,1,1,1,1,1,10,0,50
57826,1,1,10,1,100,10,10,2,30
20242,1,1,10,1,1,1,1,1,29
54471,1,1,10,1,1,1,1,0,25
40614,1,1,1000,1,1,1,1,0,22
60226,1,1,1,1,1,1,1000,0,50
4851,1,1,1,1,1,1,1,0,65
55947,1,1,10,1,1,1,1,1,35
13418,1,1,1,1,1,1,1,0,56
35313,10,1,10,1,10,1,1000,0,41
43680,1,1,1,1,1,1,100,1,35
15499,1,10,10,1,10,10,1,0,26
1785,10,1,10000,1,10,10,1,0,30
23517,1,1,10,1,1,1,1,1,18
33601,1,1,10,1,1,1,1,2,28
25349,1,1,100,1,10,10,1,0,18
54459,1,1,1,1,1,1,1,0,49
41206,1,1,1,1,1,100,1,0,34
12016,1,1,100,1,1,1,1,0,24
2486,10,1,1000,1,10,10,1,0,50
48153,1,1,10,1,1,1,1,0,32
49539,1,1,10,1,1,1,100,0,33
11665,1,10,100,1,1,1,1,1,20
41057,10,1,1,1,10,10,1,0,36
18762,1,1,1,1,1,100,1,0,37
7764,1,10,1,1,10,10,1,0,47
38941,10,1,10,1,10,10,1,2,27
15969,10,1,10,1,10,10,1,0,45
17769,10,1,1,1,10,10,1000,0,50
53323,1,10,10,1,1,1,1,0,20
22576,1,1,10,1,1,1,1,0,33
2000,10,1,10,1,1,1,1,0,19
624,1,1,100,1,1,1,1,1,20
53799,10,10,100,1,10,10,1000,0,50
4170,1,1,10,1,1,100,1,1,38
16625,10,1,100,1,10,10,1,2,23
45437,1,1,1,1,1,1,1,0,24
32077,1,1,10,1,1,1,1,1,22
51239,1,1,1,1,1,1,1,0,30
22261,10,1,1,1,10,10,1000,0,51
25144,1,1,10,1,1,1,1,1,29
46892,10,1,10,1,10,10,10,0,31
15070,1,10,1000,1,1,1,1,0,45
45217,1,1,100,1,1,100,1,0,27
36380,10,1,100,1,1000,10,10,0,53
59688,1,1,10,1,1,1,1,0,25
37391,1,1,10,1,1,1,1,0,52
7392,10,10,10,1,10,10,1,0,30
10508,1,1,1,1,1,100,10,0,26
51743,1,1,10,1,1,100,1,1,25
31755,10,1,10,1,10,10,100000,1,35
26233,1,1,10,1,10,10,10,1,45
46072,10,1,1000,1,10,10,1,0,36
50044,1,1,1000,1,1,1,1,0,20
40770,1,10,1,1,1,1,1,0,27
3439,1,1,10,1,1,1,1,2,27
19015,1,1,10,1,10,10,100,2,31
3627,1,1,1,1,1,1,1,0,52
33249,10,1,100,1,10,10,1000,0,42
7101,10,1,100,1,1000,10,1,0,32
1522,10,1,10,1,10,10,1,1,29
17935,10,1,10,1,10,10,10,0,62
16060,1,1,10,1,1,1,10000,0,39
35049,1,1,10,1,1,1,1,0,22
51479,1,1,1,1,1,100,1,1,25
59487,1,1,1,1,1,1,1,0,22
40030,10,1,100,1,1,100,1000,0,34
56099,1,1,10,1,1,1,1,1,31
29580,1,1,10,1,1,1,1,0,41
49200,1,1,100,1,1,1,10000,0,30
57811,1,1,1,1,10,10,1,1,32
26564,1,1,1,1,1,1,10,0,34
20041,10,1,1,1,10,10,10,0,45
1422,10,1,10,1,10,10,1,0,26
58201,1,1,10,1,1,1,1,2,27
39771,1,1,10,1,1,1,1,0,27
41371,1,1,1,1,1,100,100,0,32
55764,10,10,1,1,10,10,10,0,55
40632,1,10,10,1,10,10,1,0,33
30716,10,10,1,1,10,10,1,0,30
29590,1,1,10,1,1,1,1,1,21
59199,1,1,10,1,1,1,1,1,23
46582,1,10,10,1,1,1,1,1,46
17964,1,1,1,1,1,100,100,0,26
14535,10,1,1,1,10,10,1,0,53
36832,10,1,100,1,1000,10,10,0,41
47072,1,1,10,1,1,1,1,0,25
22500,1,1,1000,1,1,1,1,0,40
47476,1,1,1,1,1,1,1,0,52
10884,1,1,1,1,1,1,1,0,35
22546,10,1,100,1,10,10,1,1,33
20959,10,1,1,1,1000,10,1000,0,49
